"","state","county_name","county_crime_2016","inactivity_2016","median_house_income_2016","pop_2016","rural_2016","rec_resource_2016","county_crime_2018","inactivity_2018","median_house_income_2018","pop_2018","rural_2018","rec_resource_2018","county_crime_2020","inactivity_2020","median_house_income_2020","pop_2020","rural_2020","rec_resource_2020"
"144","AR","Hot Spring County",NA,0.374,37831,33368,0.6596907937,0.3514260547,NA,0.351,46313,33374,0.6596907937,0.3372110683,230.12552301,0.375,47205,33701,0.6596907937,0.2492482459
"145","AR","Howard County",269.21557005,0.337,37336,13500,0.6751758648,0.4730582348,184.64528669,0.341,36166,13377,0.6751758648,0.5011240844,153.55230141,0.295,40199,13341,0.6751758648,0.1013126405
"146","AR","Independence County",503.7441667,0.365,41085,36959,0.6858405872,0.4843234098,514.78661555,0.315,42520,37168,0.6858405872,0.594318771,496.48940056,0.298,45596,37678,0.6858405872,0.5065080361
"147","AR","Izard County",104.965093,0.347,32744,13486,1,0.4450934579,181.76838226,0.347,36987,13433,1,0.4877336449,221.24723441,0.305,37828,13593,1,0.4985397196
"148","AR","Jackson County",411.14406939,0.39,32427,17534,0.6506084347,0.1693059954,484.07836018,0.385,35098,17221,0.6506084347,0.4247374562,692.10139285,0.331,36573,16811,0.6506084347,0.3611713063
"149","AR","Jefferson County",969.0630217,0.364,35927,72297,0.3091625234,0.6497062052,883.40095889,0.338,38485,70016,0.3091625234,0.5507716149,1008.8679351,0.341,38596,68114,0.3091625234,0.5316458966
"150","AR","Johnson County",208.78451104,0.371,34923,26005,0.7136648395,0.2931480031,192.89627324,0.325,37205,26176,0.7136648395,0.5400156617,243.57966206,0.289,39381,26742,0.7136648395,0.6060689115
"151","AR","Lafayette County",143.34115194,0.35,32225,7111,1,0.0387181164,223.68237103,0.411,32288,6847,1,0.1373446697,178.27854239,0.454,35527,6682,1,0.1373446697
"152","AR","Lawrence County",149.41097596,0.377,34916,16931,0.635601493,0.2652311226,141.24293785,0.405,39015,16735,0.635601493,0.2524834912,226.87244395,0.31,40308,16434,0.635601493,0.431467126
"153","AR","Lee County",198.1337083,0.354,28006,9860,0.6350729087,0.4295855718,154.37674495,0.359,26912,9310,0.6350729087,0.3451650038,293.51184346,0.334,28080,8985,0.6350729087,0.4301611665
"154","AR","Lincoln County",73.612406144,0.373,37644,13970,1,0.3831894722,123.25195544,0.35,35419,13705,1,0.3856657705,154.85450879,0.4,44951,13383,1,0.3901938588
"155","AR","Little River County",205.13080254,0.332,37691,12532,0.6852175233,0.4925214486,238.86797352,0.366,43567,12451,0.6852175233,0.685141599,144.27122991,0.352,43559,12326,0.6852175233,0.621289196
"156","AR","Logan County",240.89219331,0.361,36391,21958,0.7101954995,0.4265199302,241.78605324,0.344,39361,21792,0.7101954995,0.695835011,379.99907317,0.353,41471,21737,0.7101954995,0.7261665101
"157","AR","Lonoke County",349.96669351,0.304,54459,71557,0.4481245245,0.6286938967,309.84100514,0.319,56247,72228,0.4481245245,0.5574784949,340.31158036,0.327,56651,73657,0.4481245245,0.4667915033
"158","AR","Madison County",285.27485612,0.327,39158,15740,1,0.4679646243,278.21658454,0.353,39059,16072,1,0.4760450468,187.53973299,0.309,42674,16481,1,0.4762359229
"159","AR","Marion County",267.63601502,0.329,33181,16367,1,0.5500510419,331.01221112,0.333,33950,16325,1,0.5167237134,342.15961284,0.299,36581,16722,1,0.1931183571
"160","AR","Miller County",750.88810624,0.329,40877,43428,0.4001196447,0.620058902,775.19971894,0.377,38412,43787,0.4001196447,0.640283466,537.36952462,0.4,42162,43592,0.4001196447,0.6484285123
"161","AR","Mississippi County",791.50874079,0.404,33577,44235,0.362672117,0.2344449225,867.63741889,0.397,35846,42835,0.362672117,0.4751936317,987.16908698,0.38,36718,41239,0.362672117,0.7174913941
"162","AR","Monroe County",345.42314335,0.376,30682,7582,0.6897778869,0.066143085,269.06978731,0.369,32906,7169,0.6897778869,0.6522272671,370.99494098,0.374,32922,6900,0.6897778869,0.57000859
"163","AR","Montgomery County",24.548483254,0.322,34597,9082,1,0.9751238537,114.62139122,0.367,36435,8879,1,0.9807104459,218.50759314,0.244,38318,8924,1,0.9794455571
"164","AR","Nevada County",232.3608601,0.343,30935,8723,0.6917861509,0.2927642548,209.63575787,0.326,37612,8398,0.6917861509,0.4020228965,194.30792091,0.413,37626,8326,0.6917861509,0.4035789708
"165","AR","Newton County",101.65640136,0.363,35895,7904,1,0.5767106843,275.01718857,0.324,33107,7936,1,0.5914765906,316.07560528,0.261,36078,7805,1,0.5914765906
"166","AR","Ouachita County",345.59273618,0.383,34971,24828,0.5635145482,0.3850689127,391.43557819,0.332,36016,24098,0.5635145482,0.4257656968,619.67042308,0.344,37624,23606,0.5635145482,0.4158116386
"167","AR","Perry County",238.75465572,0.307,40556,10245,1,0.1504068933,396.02047716,0.319,43819,10132,1,0.2713259933,518.59099804,0.281,45342,10352,1,0.4610818573
"168","AR","Phillips County",1134.7306873,0.38,28171,19930,0.4796617181,0.039021924,1243.4775837,0.37,29073,18975,0.4796617181,0.641218918,1191.9390514,0.403,29945,18029,0.4796617181,0.1270855357
"169","AR","Pike County",147.19302894,0.323,36893,11024,1,0.5407846958,136.56740789,0.394,34821,10832,1,0.5091665929,141.74668496,0.374,41534,10673,1,0.5071295722
"170","AR","Poinsett County",398.86964399,0.35,35851,24246,0.7113859171,0.2567628036,363.84309267,0.399,36125,24023,0.7113859171,0.33836391,347.70361568,0.402,37370,23974,0.7113859171,0.33836391
"171","AR","Polk County",295.97220435,0.343,33127,20225,0.7338592585,0.6220114219,257.245197,0.397,32941,20173,0.7338592585,0.667844352,296.81664152,0.314,39048,20049,0.7338592585,0.604878521
"172","AR","Pope County",263.7461604,0.283,39909,63201,0.5449363604,0.8233636688,268.36435909,0.322,42916,63779,0.5449363604,0.7541535771,372.43062489,0.318,45788,64000,0.5449363604,0.6808465848
"173","AR","Prairie County",84.323803405,0.353,39896,8304,1,0.0686173264,125.48625925,0.377,40340,8251,1,0.5831325301,169.81017648,0.471,43245,8074,1,0.4067699369
"174","AR","Pulaski County",1068.3707087,0.275,45698,392702,0.1227674606,0.8435289015,996.45513263,0.28,47966,393250,0.1227674606,0.8690835746,1059.6289012,0.295,49957,392680,0.1227674606,0.83641456
"175","AR","Randolph County",24.962556166,0.398,37761,17571,0.6742167066,0.272246647,147.3440764,0.404,38647,17448,0.6742167066,0.43140965,294.55502173,0.332,37799,17948,0.6742167066,0.4146585787
"176","AR","St. Francis County",512.93540551,0.364,30489,26899,0.5155354236,0.4650010616,545.55473916,0.396,39675,26196,0.5155354236,0.7007573077,776.78775417,0.401,33257,25439,0.5155354236,0.6212400028
"177","AR","Saline County",252.90310736,0.306,55915,115719,0.3616012248,0.7365428779,324.33341298,0.33,63618,118703,0.3616012248,0.6498627682,352.4580766,0.272,63677,121421,0.3616012248,0.5864187158
"178","AR","Scott County",163.4827889,0.311,33202,10693,0.7035520342,0.5465147334,253.82262997,0.348,34245,10277,0.7035520342,0.8848927268,318.08172253,0.374,35826,10319,0.7035520342,0.8848927268
"179","AR","Searcy County",126.4325625,0.334,31765,7929,1,0.2445393533,166.70139612,0.375,29747,7967,1,0.2333129957,126.76681245,0.313,31659,7958,1,0.2333129957
"180","AR","Sebastian County",601.69520625,0.311,39907,126776,0.2081212622,0.6713799466,594.50481907,0.292,42559,127793,0.2081212622,0.6925658481,635.56239012,0.3,46843,127753,0.2081212622,0.7822639649
"181","AR","Sevier County",203.47259902,0.332,37014,17426,0.6360065658,0.3302262868,163.57163475,0.335,38697,16910,0.6360065658,0.5786727635,216.05738484,0.37,44100,17139,0.6360065658,0.5632547778
"182","AR","Sharp County",69.052825411,0.292,32101,16906,0.8005676552,0.5108897127,NA,0.315,32379,17157,0.8005676552,0.5613415199,NA,0.349,36032,17366,0.8005676552,0.4509383689
"183","AR","Stone County",239.78898569,0.319,30010,12494,1,0.4759561078,231.53020417,0.364,31955,12539,1,0.5868162014,239.33942319,0.325,34009,12457,1,0.5750363079
"184","AR","Union County",597.13475676,0.391,40841,40227,0.5450419078,0.3352145825,576.51419015,0.347,41546,39887,0.5450419078,0.5412233723,583.01047675,0.326,45335,39126,0.5450419078,0.4813516175
"185","AR","Van Buren County",300.757678,0.337,32975,16851,1,0.3987279561,265.10614064,0.346,38166,16628,1,0.5849667534,277.78607485,0.307,40486,16603,1,0.5742700202
"186","AR","Washington County",422.78989152,0.259,45589,220792,0.2549479231,0.756142122,432.78932898,0.257,46367,228049,0.2549479231,0.8582128875,454.59715024,0.254,50893,236961,0.2549479231,0.8642503632
"187","AR","White County",244.83602883,0.295,42044,78592,0.5431781618,0.4894779179,209.14949411,0.321,44329,79263,0.5431781618,0.533110177,344.45365823,0.306,44811,78727,0.5431781618,0.5698271836
"188","AR","Woodruff County",33.852403521,0.329,29969,6910,1,0,136.96128561,0.333,30400,6641,1,0.5183195592,161.01880992,0.406,34306,6490,1,0.4984848485
"189","AR","Yell County",239.94481269,0.367,37080,21951,0.7912553527,0.4139734055,288.32144774,0.349,38658,21552,0.7912553527,0.5960784314,333.9936426,0.353,41729,21535,0.7912553527,0.5382014875
"190","CA","California",424.52857722,0.1667056928,61927,38802500,0.0504738342,0.9350885313,407.01202019,0.179,67715,39250017,0.0504738342,0.896220847,420.87688216,0.176,75250,39557045,0.0504738342,0.9307005141
"191","CA","Alameda County",723.49198306,0.147,76996,1610921,0.0038860575,0.9973316047,720.31393356,0.167,89472,1647704,0.0038860575,0.9829288916,628.78196249,0.145,101744,1666753,0.0038860575,0.9970223887
"192","CA","Alpine County",719.21749137,0.175,53003,1116,1,0.965106383,529.56751986,0.189,57481,1071,1,1,442.47787611,0.206,55384,1101,1,1
"193","CA","Amador County",294.07926219,0.171,54610,36742,0.6042372214,0.6884828437,278.86374233,0.182,59789,37383,0.6042372214,0.8760862146,237.07073752,0.248,58515,39383,0.6042372214,0.7590506944
"194","CA","Butte County",304.10816746,0.176,42302,224241,0.1890181818,0.8140954545,298.55568452,0.199,45097,226864,0.1890181818,0.7330181818,327.05730855,0.224,50945,231256,0.1890181818,0.8423181818
"195","CA","Calaveras County",228.92637903,0.174,53321,44624,0.7540918864,0.621308526,255.663238,0.194,57990,45171,0.7540918864,0.7577778753,327.24573793,0.312,62984,45602,0.7540918864,0.6044582913
"196","CA","Colusa County",215.91943121,0.163,48006,21419,0.3172417013,0.5716420001,199.59771004,0.186,54861,21588,0.3172417013,0.7036743079,200.95805585,0.279,57249,21627,0.3172417013,0.7488211401
"197","CA","Contra Costa County",396.59624575,0.166,80338,1111339,0.0079273611,0.9586806797,366.02249352,0.177,90920,1135127,0.0079273611,0.885333524,336.02779077,0.162,101463,1150215,0.0079273611,0.9688491695
"198","CA","Del Norte County",492.59374892,0.181,41419,27212,0.3367354072,0.6681929395,582.28443713,0.188,39458,27540,0.3367354072,0.7769660958,609.10920066,0.249,48518,27828,0.3367354072,0.8907025516
"199","CA","El Dorado County",241.19474601,0.145,70235,183087,0.3469993041,0.935435054,227.6060712,0.172,75100,185625,0.3469993041,0.8450993604,217.58394569,0.182,81869,190678,0.3469993041,0.8958123916
"200","CA","Fresno County",543.05330767,0.19,43338,965974,0.1080520178,0.7882777151,507.12096471,0.212,48323,979915,0.1080520178,0.7943038315,541.77921571,0.2,52318,994400,0.1080520178,0.7849116019
"201","CA","Glenn County",254.22531896,0.167,43755,27955,0.4087191523,0.6267335182,419.23755611,0.211,46141,28085,0.4087191523,0.4862385321,408.14134579,0.193,47365,28047,0.4087191523,0.6610127302
"202","CA","Humboldt County",333.79215416,0.141,40581,134809,0.2975865937,0.8401164734,331.97064473,0.162,43164,136646,0.2975865937,0.6966788736,432.13579506,0.169,49471,136373,0.2975865937,0.8506421637
"203","CA","Imperial County",303.97915127,0.217,38737,179091,0.1741783553,0.6853226989,311.04016756,0.224,43327,180883,0.1741783553,0.6652915292,366.25347999,0.314,46633,181827,0.1741783553,0.6908690869
"204","CA","Inyo County",393.14498115,0.161,49267,18410,0.4643049714,0.7745066322,473.88260635,0.202,53350,18144,0.4643049714,0.4895934433,600.45306913,0.265,53793,17987,0.4643049714,0.4167475466
"205","CA","Kern County",561.13979412,0.219,47451,874589,0.1020603098,0.8041103771,554.98640457,0.236,49812,884788,0.1020603098,0.7806226783,545.33785309,0.224,51586,896764,0.1020603098,0.7593823954
"206","CA","Kings County",397.88056239,0.184,44490,150269,0.1085160346,0.5153155273,477.85028523,0.197,51320,149785,0.1085160346,0.4460067197,443.3772393,0.237,58255,151366,0.1085160346,0.4375220614
"207","CA","Lake County",512.28404843,0.219,36333,64184,0.3310600789,0.8717080337,539.11013102,0.192,40818,64116,0.3310600789,0.7497719013,535.47314438,0.231,45086,64382,0.3310600789,0.6554859661
"208","CA","Lassen County",353.33326967,0.167,49995,31749,0.705258633,0.3938959736,400.8156951,0.213,49793,30870,0.705258633,0.541510245,586.92995433,0.369,57705,30802,0.705258633,0.5418254764
"209","CA","Los Angeles County",473.90484672,0.173,55686,10116705,0.0060521836,0.9757146764,423.78904351,0.18,61308,10137915,0.0060521836,0.94021004,488.34611236,0.164,67986,10105518,0.0060521836,0.9764529686
"210","CA","Madera County",521.35320314,0.196,43171,154548,0.3292480032,0.7874192159,616.29100918,0.196,49467,154697,0.3292480032,0.7417956451,620.23550783,0.28,53632,157672,0.3292480032,0.7028734299
"211","CA","Marin County",202.69713963,0.108,94549,260750,0.0651997354,0.9616693541,184.90981298,0.12,103488,260651,0.0651997354,0.9364206506,177.85725089,0.126,122933,259666,0.0651997354,0.972445515
"212","CA","Mariposa County",295.94930733,0.169,47781,17682,1,0.5766807298,419.26387652,0.192,51233,17410,1,0.592351104,431.42857143,0.207,51402,17471,1,0.4874253466
"213","CA","Mendocino County",501.35808058,0.176,42840,87869,0.4523058708,0.7447547273,509.6305748,0.178,45247,87628,0.4523058708,0.649036327,640.48580677,0.186,51386,87606,0.4523058708,0.7225669107
"214","CA","Merced County",603.68052043,0.208,43818,266353,0.1427326002,0.6591345346,614.38102971,0.193,47442,268672,0.1427326002,0.4812328719,555.33866693,0.218,56169,274765,0.1427326002,0.6955076957
"215","CA","Modoc County",439.998625,0.21,39172,9023,0.6995663845,0.4198843692,670.63548989,0.184,42890,8795,0.6995663845,0.3537063803,504.7955578,0.253,45227,8777,0.6995663845,0.4629361966
"216","CA","Mono County",353.38153581,0.144,59181,13997,0.4583157302,0.8305872412,253.82483758,0.164,56574,13981,0.4583157302,0.9248697367,262.06203331,0.175,66499,14250,0.4583157302,0.9248697367
"217","CA","Monterey County",464.30727084,0.168,57428,431344,0.0981600118,0.872015169,425.44852948,0.172,62999,435232,0.0981600118,0.9024085848,420.63614456,0.198,69665,435594,0.0981600118,0.9028543068
"218","CA","Napa County",383.62955107,0.14,71063,141667,0.1340083819,0.9393775095,340.7971711,0.169,73112,142166,0.1340083819,0.8224333988,397.68136308,0.185,85624,139417,0.1340083819,0.8978488321
"219","CA","Nevada County",275.64005835,0.146,57118,98893,0.4213478595,0.7771252683,331.99612671,0.167,60501,99107,0.4213478595,0.6238507958,264.19005426,0.144,66681,99696,0.4213478595,0.8107913815
"220","CA","Orange County",221.06288963,0.154,76061,3145515,0.0014334443,0.9867541771,203.94792233,0.163,81642,3172532,0.0014334443,0.970935795,213.58280579,0.152,89373,3185968,0.0014334443,0.9970470715
"221","CA","Placer County",203.40867337,0.14,75689,371694,0.1378719521,0.9234972678,175.94305843,0.148,85326,380531,0.1378719521,0.7828500253,161.99867528,0.152,89175,393149,0.1378719521,0.9394372503
"222","CA","Plumas County",533.24916524,0.156,47964,18606,0.7402409157,0.9337731794,502.55595468,0.157,53646,18627,0.7402409157,0.9795071725,574.82224099,0.235,55079,18804,0.7402409157,0.9795071725
"223","CA","Riverside County",305.53254706,0.184,56877,2329271,0.0462231023,0.9098760938,282.59200148,0.212,59951,2387741,0.0462231023,0.8802009096,291.24456001,0.207,66793,2450758,0.0462231023,0.8892046687
"224","CA","Sacramento County",558.63857813,0.169,55803,1482026,0.0206211217,0.974383065,523.17345289,0.183,59728,1514460,0.0206211217,0.9101916565,508.24109624,0.187,69475,1540975,0.0206211217,0.9736585029
"225","CA","San Benito County",373.10764096,0.144,68166,58267,0.2400441477,0.9354068284,381.56872296,0.2,73298,59414,0.2400441477,0.8523222783,298.70306703,0.282,80063,61537,0.2400441477,0.6639888545
"226","CA","San Bernardino Count",430.49907952,0.186,51951,2112619,0.0473449914,0.9011364921,409.07128727,0.213,56194,2140096,0.0473449914,0.8427312169,NA,NA,NA,NA,NA,NA
"227","CA","San Diego County",367.03131404,0.148,66034,3263431,0.0329704944,0.9606970281,348.80494052,0.155,70693,3317749,0.0329704944,0.9318291882,327.71883112,0.144,78777,3343364,0.0329704944,0.9697025794
"228","CA","San Francisco County",702.65979702,0.138,83788,852469,0,0.9981620272,792.9663169,0.152,101873,870887,0,0.9995628605,760.46400445,0.138,110601,883305,0,1
"229","CA","San Joaquin County",839.21977113,0.186,51527,715597,0.0847285738,0.8304086058,780.37898876,0.221,59038,733709,0.0847285738,0.7303102556,787.32183644,0.249,63567,752660,0.0847285738,0.8565852335
"230","CA","San Luis Obispo Coun",281.90737329,0.151,61775,279083,0.1659638699,0.8917099656,379.33171668,0.147,69517,282887,0.1659638699,0.896738949,NA,NA,NA,NA,NA,NA
"231","CA","San Mateo County",235.4884596,0.156,100806,758581,0.0189101275,0.9972830437,227.55577148,0.155,107075,764797,0.0189101275,0.9624734324,209.11245996,0.156,122930,769545,0.0189101275,0.9974277995
"232","CA","Santa Barbara County",400.51137067,0.147,62116,440668,0.0501751613,0.9556423171,333.29811231,0.163,66360,446170,0.0501751613,0.9676169806,318.05052279,0.164,75646,446527,0.0501751613,0.9218981116
"233","CA","Santa Clara County",262.14400639,0.153,97219,1894605,0.0108366327,0.9833226877,253.89988137,0.155,110843,1919402,0.0108366327,0.926625551,264.08835127,0.159,125933,1937570,0.0108366327,0.9908792002
"234","CA","Santa Cruz County",443.36884815,0.114,64257,271804,0.1203931672,0.9606794673,394.06109557,0.144,75929,274673,0.1203931672,0.9366115054,409.52586412,0.114,84213,274255,0.1203931672,0.9403617626
"235","CA","Shasta County",756.9707735,0.203,43661,179804,0.2928626646,0.7783357691,690.62233921,0.193,46663,179631,0.2928626646,0.7753790422,726.13674647,0.195,53908,180040,0.2928626646,0.7794473629
"236","CA","Sierra County",424.43064182,0.167,47293,3003,0.9972222222,0.7364197531,380.06298187,0.178,48099,2947,0.9972222222,0.7018518519,422.22597534,0.285,52308,2987,0.9972222222,0.7018518519
"237","CA","Siskiyou County",293.5348397,0.195,38641,43628,0.6582628062,0.6563028953,269.1921972,0.187,40875,43603,0.6582628062,0.7399109131,343.55545308,0.233,47560,43724,0.6582628062,0.7248552339
"238","CA","Solano County",445.64974279,0.184,67106,431131,0.0371845243,0.9683508168,467.65987145,0.191,73200,440207,0.0371845243,0.9274938066,476.30025821,0.233,82808,446610,0.0371845243,0.9668532748
"239","CA","Sonoma County",366.28137776,0.132,66949,500292,0.1235352713,0.9465629766,362.58669821,0.155,73496,503070,0.1235352713,0.8895920046,367.91949455,0.155,81002,499942,0.1235352713,0.9372465787
"240","CA","Stanislaus County",515.37460437,0.183,50917,531997,0.0798070961,0.9268698987,533.08219295,0.21,54060,541560,0.0798070961,0.883071923,578.4520988,0.243,59616,549815,0.0798070961,0.9095408133
